0,19.12107
1,2.4961
2,2.52121
3,2.52121
4,2.5086
5,2.52121
6,2.53395
7,2.52121
8,2.52121
9,2.52121
10,2.77122
11,2.80199
12,2.78652
13,2.77122
14,2.68273
15,2.65444
16,2.62672
17,2.5598
18,2.4961
19,2.57292
20,3.67161
21,3.67161
22,3.67161
23,3.67161
24,3.67161
25,3.64548
26,3.67161
27,3.67161
28,3.64548
29,3.67161
30,3.89452
31,3.89452
32,3.89452
33,3.89452
34,3.86522
35,3.89452
36,3.89452
37,3.89452
38,3.89452
39,3.89452
40,4.3191
41,4.3191
42,4.28325
43,4.24798
44,4.24798
45,4.24798
46,4.24798
47,4.17913
48,4.24798
49,4.75603
50,4.80009
51,4.80009
52,4.84495
53,4.84495
54,5.08221
55,5.08221
56,4.80009
57,4.80009
58,4.50752
59,4.50752
60,4.50752
61,4.50752
62,4.46856
63,4.50752
64,4.46856
65,4.50752
66,4.50752
67,4.50752
68,2.4236
69,2.05307
70,2.03613
71,2.03613
72,2.02776
73,2.04456
74,2.02776
75,2.04456
