0,537.81984
1,6.39084
2,6.31369
3,6.39084
4,6.39084
5,6.39084
6,6.31369
7,6.31369
8,6.31369
9,6.31369
10,7.08213
11,7.08213
12,7.17905
13,7.08213
14,6.98776
15,7.08213
16,7.08213
17,7.08213
18,7.08213
19,7.08213
20,7.17905
21,7.08213
22,6.98776
23,6.98776
24,6.98776
25,6.98776
26,6.98776
27,6.98776
28,7.08213
29,6.98776
30,6.63387
31,7.82044
32,7.93851
33,7.82044
34,7.82044
35,7.70579
36,7.70579
37,7.59443
38,7.59443
39,7.82044
40,7.82044
41,7.82044
42,7.82044
43,7.82044
44,7.82044
45,7.70579
46,7.70579
47,7.70579
48,9.69018
49,9.51553
50,9.51553
51,9.51553
52,9.51553
53,9.51553
54,9.34701
55,9.51553
56,9.51553
57,12.41953
58,12.13522
59,11.86355
60,11.86355
61,12.13522
62,11.86355
63,12.13522
64,12.13522
65,12.13522
66,28.22104
67,26.80549
68,26.80549
69,26.80549
70,28.22104
71,25.52475
72,26.80549
73,26.80549
74,26.80549
