0,2.9397
1,2.9397
2,2.87592
3,2.9397
4,2.9397
5,2.9397
6,2.9397
7,2.90747
8,2.9397
9,2.9397
10,3.6174
11,3.6174
12,3.6174
13,3.6174
14,3.56925
15,3.6174
16,3.66683
17,3.66683
18,3.66683
19,3.66683
20,3.87848
21,3.82337
22,3.82337
23,3.82337
24,3.82337
25,3.82337
26,3.82337
27,3.82337
28,3.87848
29,3.87848
30,3.87848
31,3.87848
32,3.87848
33,3.87848
34,3.87848
35,3.93518
36,3.93518
37,3.93518
38,3.93518
39,3.93518
40,3.93518
41,3.93518
42,3.87848
43,3.93518
44,3.93518
45,3.93518
46,3.93518
47,3.93518
48,3.93518
49,3.82337
50,3.82337
51,3.82337
52,3.82337
53,3.82337
54,3.87848
55,3.87848
56,3.87848
57,3.87848
58,4.31254
59,4.38242
60,4.38242
61,4.38242
62,4.38242
63,4.38242
64,4.38242
65,4.38242
66,4.45455
67,4.45455
68,4.45455
69,4.45455
70,4.45455
71,4.52905
72,4.52905
73,4.52905
74,4.45455
75,4.60604
