0,5.03295
1,2.04456
2,2.04456
3,2.04456
4,2.04456
5,2.04456
6,2.04456
7,2.04456
8,2.06086
9,2.04456
10,2.33899
11,2.33899
12,2.33899
13,2.33899
14,2.33899
15,2.33899
16,2.33899
17,2.31822
18,2.31822
19,2.31822
20,2.49498
21,2.47148
22,2.47148
23,2.47148
24,2.47148
25,2.47148
26,2.49498
27,2.49498
28,2.49498
29,2.56813
30,2.56813
31,2.56813
32,2.56813
33,2.56813
34,2.56813
35,2.59345
36,2.56813
37,2.56813
38,2.56813
39,2.36011
40,2.33899
41,2.64556
42,2.64556
43,2.64556
44,2.61925
45,2.61925
46,2.64556
47,2.64556
48,2.90747
49,2.87592
50,2.9397
51,2.90747
52,2.90747
53,2.90747
54,2.90747
55,2.90747
56,2.90747
57,2.9397
58,2.97263
59,2.97263
60,2.97263
61,2.97263
62,3.00629
63,3.00629
64,3.00629
65,2.97263
66,3.00629
67,5.54525
68,5.90494
69,5.22627
70,5.12782
71,5.03295
72,5.12782
73,5.12782
74,5.22627
75,5.22627
