0,2.01945
1,5.45546
2,5.45546
3,5.45546
4,5.45546
5,5.45546
6,5.45546
7,5.45546
8,5.45546
9,5.45546
10,6.46988
11,6.55086
12,6.46988
13,6.46988
14,6.46988
15,6.55086
16,6.46988
17,6.46988
18,6.46988
19,6.46988
20,7.93851
21,7.93851
22,8.06015
23,8.06015
24,7.93851
25,8.06015
26,8.06015
27,8.06015
28,8.06015
29,7.93851
30,10.6682
31,11.11645
32,11.11645
33,11.11645
34,11.11645
35,11.11645
36,11.11645
37,11.11645
38,10.88775
39,11.11645
40,10.25442
41,10.25442
42,10.25442
43,10.25442
44,10.25442
45,10.25442
46,10.25442
47,10.25442
48,10.25442
49,14.85194
50,14.85194
51,14.85194
52,15.27885
53,14.85194
54,14.85194
55,15.27885
56,15.27885
57,14.85194
58,14.4481
59,14.4481
60,14.4481
61,14.4481
62,14.4481
63,14.4481
64,14.4481
65,14.4481
66,14.4481
67,14.4481
68,19.12107
69,19.12107
70,19.12107
71,19.12107
72,19.12107
73,19.12107
74,19.12107
75,19.12107
